YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Gender,Race,Age,Education,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2014,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2000,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2005,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2003,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2016,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2007,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2013,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2002,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2009,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2001,ID,Idaho,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2015,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2015,CT,Connecticut,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2009,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2005,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2014,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2006,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2003,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2016,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2001,PA,Pennsylvania,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2002,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2001,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2015,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2005,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2000,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2006,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2016,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2007,AZ,Arizona,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2009,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2002,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2000,WY,Wyoming,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2010,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2002,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2001,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2005,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2013,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2012,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2015,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2009,WV,West Virginia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
1999,NE,Nebraska,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2002,IA,Iowa,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2010,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2010,IN,Indiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2005,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2000,DC,District of Columbia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2006,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2013,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
1999,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2014,MN,Minnesota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2006,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2000,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2015,NC,North Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2010,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2013,NC,North Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2003,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2010,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2005,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2007,SD,South Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2010,KY,Kentucky,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,High School,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2002,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2011,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2002,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2000,KY,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2007,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2000,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2005,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2008,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2000,TN,Tennessee,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2011,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2008,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2004,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2015,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2008,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2007,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2002,KS,Kansas,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2000,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2008,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2010,IN,Indiana,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2013,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2015,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2002,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2015,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2000,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2003,MI,Michigan,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2009,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2004,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2000,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2005,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2002,MD,Maryland,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
1999,SD,South Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2000,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2010,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2013,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2008,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2000,KY,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2003,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2009,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2002,IL,Illinois,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2011,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,High School,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
